read_code,read_term,QOF,cat2,cat1
X77xy,Accessory tissue on left atrioventricular valve leaflet,No,Chronic cardiac disease,comorbidities
X77xz,Left atrioventricular valve leaflet dysplasia,No,Chronic cardiac disease,comorbidities
X77y3,Left atrioventricular valve chordae to outlet septum,No,Chronic cardiac disease,comorbidities
X77y4,Arcade abnormality of left atrioventricular valve chordae,No,Chronic cardiac disease,comorbidities
X77y6,Parachute malformation of left atrioventricular valve,No,Chronic cardiac disease,comorbidities
X77y7,Absent left atrioventricular valve papillary muscle,No,Chronic cardiac disease,comorbidities
X77y8,Fused left atrioventricular valve papillary muscles,No,Chronic cardiac disease,comorbidities
X77y9,Hypoplastic left atrioventricular valve papillary muscle,No,Chronic cardiac disease,comorbidities
X77yA,Congenital abnormality of ventricles and ventricular septum,No,Chronic cardiac disease,comorbidities
X77yB,Tetralogy of Fallot with pulmonary stenosis,No,Chronic cardiac disease,comorbidities
X77yC,Tetralogy of Fallot with pulmonary atresia,No,Chronic cardiac disease,comorbidities
X77yD,Dextraposition of aorta in Fallot's tetralogy,No,Chronic cardiac disease,comorbidities
X77yE,Ventricular septal defect in Fallot's tetralogy,No,Chronic cardiac disease,comorbidities
X77yG,Right ventricular hypoplasia,No,Chronic cardiac disease,comorbidities
X77yH,Diffuse hypoplasia of right ventricle,No,Chronic cardiac disease,comorbidities
X77yI,Hyoplasia of right ventricular inflow tract,No,Chronic cardiac disease,comorbidities
X77yJ,Hypoplasia of right ventricular outflow tract,No,Chronic cardiac disease,comorbidities
X77yK,Hypoplasia rt vent outflow tract and trabecular area,No,Chronic cardiac disease,comorbidities
X77yN,Primary right ventricular endocardial fibroelastosis,No,Chronic cardiac disease,comorbidities
X77yO,Two chambered right ventricle,No,Chronic cardiac disease,comorbidities
X77yP,Congenital right ventricular diverticulum,No,Chronic cardiac disease,comorbidities
X77yQ,Congenital right ventricular aneurysm,No,Chronic cardiac disease,comorbidities
X77yR,Arrythmogenic right ventricular dysplasia,No,Chronic cardiac disease,comorbidities
X77yS,Right ventricular outflow tract abnormality,No,Chronic cardiac disease,comorbidities
X77yT,Right ventricular outflow tract obstruction,No,Chronic cardiac disease,comorbidities
X77yU,Right ventricular outflow obstruction - localised,No,Chronic cardiac disease,comorbidities
X77yV,Right ventricular outflow obstruction - tubular,No,Chronic cardiac disease,comorbidities
X77yW,Right ventricular outflow tract atresia,No,Chronic cardiac disease,comorbidities
X77yX,Right ventricular outflow tract absent,No,Chronic cardiac disease,comorbidities
X77yZ,Left ventricular hypoplasia,No,Chronic cardiac disease,comorbidities
X77ya,Diffuse hypoplasia of left ventricle,No,Chronic cardiac disease,comorbidities
X77yb,Hyoplasia of left ventricular inflow tract,No,Chronic cardiac disease,comorbidities
X77yc,Hypoplasia of left ventricular outflow tract,No,Chronic cardiac disease,comorbidities
X77yd,Hypoplasia lt ventricular outflow tract and trabecular area,No,Chronic cardiac disease,comorbidities
X77yg,Abnormal left ventricular muscle band,No,Chronic cardiac disease,comorbidities
X77yh,Primary left ventricular endocardial fibroelastosis,No,Chronic cardiac disease,comorbidities
X77yi,Congenital left ventricular aneurysm,No,Chronic cardiac disease,comorbidities
X77yj,Left ventricular outflow tract abnormality,No,Chronic cardiac disease,comorbidities
X77yk,Left ventricular outflow tract obstruction,No,Chronic cardiac disease,comorbidities
X77yl,Left ventricular outflow tract atresia,No,Chronic cardiac disease,comorbidities
X77ym,Indeterminate ventricular outflow tract obstruction,No,Chronic cardiac disease,comorbidities
X77yo,Multiple ventricular septal defects,No,Chronic cardiac disease,comorbidities
X77yp,Restrictive ventricular septal defect,No,Chronic cardiac disease,comorbidities
X77yq,Perimembranous ventricular septal defect,No,Chronic cardiac disease,comorbidities
X77yr,Perimembr vent sept def extension to rt ventricular inlet,No,Chronic cardiac disease,comorbidities
X77ys,Perimemb vent sep def - extens rt vent trabecular component,No,Chronic cardiac disease,comorbidities
X77yt,Perimembr vent sept def - extension rt ventricular outlet,No,Chronic cardiac disease,comorbidities
X77yu,Perimembr vent sept def - extens to all rt vent components,No,Chronic cardiac disease,comorbidities
X77yv,Vent septal defect with malaligned outlet septum to right,No,Chronic cardiac disease,comorbidities
X77yw,Vent sept def malalign outlet septum to rt overrid aort valv,No,Chronic cardiac disease,comorbidities
X77yx,Vsd with malalign outlt septm to rt overrid pulmonary valve,No,Chronic cardiac disease,comorbidities
X77yy,Ventr septal defect with malaligned outlet septum to left,No,Chronic cardiac disease,comorbidities
X77yz,Vent sept def malalign outlt septm lt overrid aortic valve,No,Chronic cardiac disease,comorbidities
X77z0,Vent sep def with malalign outlt septm lt overrid pulm valve,No,Chronic cardiac disease,comorbidities
X77z1,Vent sept def malalign outlt septm & overrid truncal valve,No,Chronic cardiac disease,comorbidities
X77z2,Muscular ventricular septal defect,No,Chronic cardiac disease,comorbidities
X77z3,Muscular ventricular septal defect in inlet septum,No,Chronic cardiac disease,comorbidities
X77z4,Muscular ventriculr septal defect central trabecular septum,No,Chronic cardiac disease,comorbidities
X77z5,Musculr ventriculr septal defect in apical trabecular septum,No,Chronic cardiac disease,comorbidities
X77z6,Muscular ventricular septal defect in marginal septum,No,Chronic cardiac disease,comorbidities
X77z7,Muscular ventricular septal defect in outlet septum,No,Chronic cardiac disease,comorbidities
X77z8,Multiple trabecular ventricular septal defect,No,Chronic cardiac disease,comorbidities
X77z9,Doubly committed subarterial ventricular septal defect,No,Chronic cardiac disease,comorbidities
X77zA,Doubl commit subart vent sept def - membranous septum exten,No,Chronic cardiac disease,comorbidities
X77zB,Doubl commit subartl vent sept deft with musc post inf rim,No,Chronic cardiac disease,comorbidities
X77zC,Giant ventricular septal defect,No,Chronic cardiac disease,comorbidities
X77zD,Abnormal infundibular morphology,No,Chronic cardiac disease,comorbidities
X77zE,Subpulmonary infundibulum,No,Chronic cardiac disease,comorbidities
X77zF,Subaortic infundibulum,No,Chronic cardiac disease,comorbidities
X77zG,Bilateral muscular infundibula,No,Chronic cardiac disease,comorbidities
X77zH,Bilateral deficient infundibula,No,Chronic cardiac disease,comorbidities
X77zK,Congenital abnormality of arterial valves,No,Chronic cardiac disease,comorbidities
X77zL,Truncal valve abnormality,No,Chronic cardiac disease,comorbidities
X77zM,Truncal valve dysplasia,No,Chronic cardiac disease,comorbidities
X77zN,Truncal valve stenosis,No,Chronic cardiac disease,comorbidities
X77zO,Truncal valve regurgitation,No,Chronic cardiac disease,comorbidities
X77zP,Truncal valve prolapse,No,Chronic cardiac disease,comorbidities
X77zQ,Accessory tissue on truncal valve cusp,No,Chronic cardiac disease,comorbidities
X77zR,Pulmonary valve cusp hypoplasia,No,Chronic cardiac disease,comorbidities
X77zS,Pulmonary valve ring hypoplasia,No,Chronic cardiac disease,comorbidities
X77zT,Commissural fusion of pulmonary valve,No,Chronic cardiac disease,comorbidities
X77zU,Pulmonary valve dysplasia,No,Chronic cardiac disease,comorbidities
X77zV,Pulmonary valve atresia,No,Chronic cardiac disease,comorbidities
X77zX,Pulmonary atresia with intact ventricular septum,No,Chronic cardiac disease,comorbidities
X77zY,Pulmonary atresia with ventricular septal defect,No,Chronic cardiac disease,comorbidities
X77zZ,Pulmonary valve atresia without ventricular outflow tract,No,Chronic cardiac disease,comorbidities
X77za,Imperforate pulmonary valve,No,Chronic cardiac disease,comorbidities
X77zc,Muscular pulmonary atresia,No,Chronic cardiac disease,comorbidities
X77zf,Absent pulmonary valve,No,Chronic cardiac disease,comorbidities
X77zg,Absent pulmonary valve syndrome,No,Chronic cardiac disease,comorbidities
X77zh,Accessory tissue on pulmonary valve cusp,No,Chronic cardiac disease,comorbidities
X77zi,Unicuspid pulmonary valve,No,Chronic cardiac disease,comorbidities
X77zj,Bicuspid pulmonary valve,No,Chronic cardiac disease,comorbidities
X77zk,Quadricuspid pulmonary valve,No,Chronic cardiac disease,comorbidities
X77zm,Aortic valve ring hypoplasia,No,Chronic cardiac disease,comorbidities
X77zn,Commissural fusion of aortic valve,No,Chronic cardiac disease,comorbidities
X77zo,Eccentric opening of aortic valve,No,Chronic cardiac disease,comorbidities
X77zr,Aortic valve atresia,No,Chronic cardiac disease,comorbidities
X77zs,Imperforate aortic valve,No,Chronic cardiac disease,comorbidities
X77zu,Aortic valve absent,No,Chronic cardiac disease,comorbidities
X77zw,Hypoplasia of aortic valve cusp,No,Chronic cardiac disease,comorbidities
X77zx,Accessory tissue on aortic valve cusp,No,Chronic cardiac disease,comorbidities
X77zy,Abnormal number of aortic valve cusps,No,Chronic cardiac disease,comorbidities
X77zz,Unicuspid aortic valve,No,Chronic cardiac disease,comorbidities
X7800,Quadricuspid aortic valve,No,Chronic cardiac disease,comorbidities
X7802,Congenital dilatation of aorta,No,Chronic cardiac disease,comorbidities
X7803,Tubular hypoplasia of aorta,No,Chronic cardiac disease,comorbidities
X7804,Anomalies of the aorta excluding coarction,No,Chronic cardiac disease,comorbidities
X7807,Type I common arterial trunk,No,Chronic cardiac disease,comorbidities
X7808,Type II common arterial trunk,No,Chronic cardiac disease,comorbidities
X7809,Type III common arterial trunk,No,Chronic cardiac disease,comorbidities
X780A,Aortopulmonary window,No,Chronic cardiac disease,comorbidities
X780C,Pulmonary trunk stenosis,No,Chronic cardiac disease,comorbidities
X780D,Pulmonary trunk hypoplasia,No,Chronic cardiac disease,comorbidities
X780E,Pulmonary trunk atresia,No,Chronic cardiac disease,comorbidities
X780F,Pulmonary atresia with confluent pulmonary arteries,No,Chronic cardiac disease,comorbidities
X780G,Pulmonary atresia with absent pulmonary artery,No,Chronic cardiac disease,comorbidities
X780H,Pulmonary trunk absent,No,Chronic cardiac disease,comorbidities
X780I,Pulmonary trunk absent with confluent pulmonary arteries,No,Chronic cardiac disease,comorbidities
X780J,Pulmonary trunk absent with non-confluent pulmonary arteries,No,Chronic cardiac disease,comorbidities
X780K,Pulmonary trunk absent with absent pulmonary artery,No,Chronic cardiac disease,comorbidities
X780N,Peripheral pulmonary artery stenosis,No,Chronic cardiac disease,comorbidities
X780O,Pulmonary artery dilatation,No,Chronic cardiac disease,comorbidities
X780P,Abnormal origin of pulmonary artery,No,Chronic cardiac disease,comorbidities
X780Q,Abnormal origin of right pulmonary artery,No,Chronic cardiac disease,comorbidities
X780R,Origin of right pulmonary artery from ductus arteriosus,No,Chronic cardiac disease,comorbidities
X780S,Origin of right pulmonary artery from ascending aorta,No,Chronic cardiac disease,comorbidities
X780T,Abnormal origin of left pulmonary artery,No,Chronic cardiac disease,comorbidities
X780U,Origin of left pulmonary artery from ductus arteriosus,No,Chronic cardiac disease,comorbidities
X780V,Origin of left pulmonary artery from ascending aorta,No,Chronic cardiac disease,comorbidities
X780W,Origin of left pulmonary artery from right pulmonary artery,No,Chronic cardiac disease,comorbidities
X780a,Diffuse supravalvar aortic stenosis,No,Chronic cardiac disease,comorbidities
X780b,Ascending aortic hypoplasia,No,Chronic cardiac disease,comorbidities
X780c,Ascending aortic atresia,No,Chronic cardiac disease,comorbidities
X780d,Ascending aorta absent,No,Chronic cardiac disease,comorbidities
X780f,Congenital aneurysm of ascending aorta,No,Chronic cardiac disease,comorbidities
X780i,Aortic tunnel,No,Chronic cardiac disease,comorbidities
X780j,Aorta to left ventricle tunnel,No,Chronic cardiac disease,comorbidities
X780k,Aorta to right ventricle tunnel,No,Chronic cardiac disease,comorbidities
X780m,Right descending aorta,No,Chronic cardiac disease,comorbidities
X780n,Left aortic arch and right descending aorta,No,Chronic cardiac disease,comorbidities
X780o,Right aortic arch and right descending aorta,No,Chronic cardiac disease,comorbidities
X780q,Right aortic arch and left descending aorta,No,Chronic cardiac disease,comorbidities
X780r,Aortic arch centrally descending,No,Chronic cardiac disease,comorbidities
X780s,Cervical aortic arch,No,Chronic cardiac disease,comorbidities
X780t,Persisting fifth aortic arch,No,Chronic cardiac disease,comorbidities
X780u,Vascular ring - disorder,No,Chronic cardiac disease,comorbidities
X780v,Double aortic arch with both patent,No,Chronic cardiac disease,comorbidities
X780w,Double aortic arch with unilateral hypoplasia,No,Chronic cardiac disease,comorbidities
X780x,Double aortic arch with unilateral atresia,No,Chronic cardiac disease,comorbidities
X780y,Vascular ring with left aortic arch,No,Chronic cardiac disease,comorbidities
X780z,Vascular ring with right aortic arch,No,Chronic cardiac disease,comorbidities
X7810,Vascular ring components,No,Chronic cardiac disease,comorbidities
X7812,Aberrant subclavian artery,No,Chronic cardiac disease,comorbidities
X7813,Aberrant retro-oesophageal subclavian artery,No,Chronic cardiac disease,comorbidities
X7814,Isolation of subclavian artery,No,Chronic cardiac disease,comorbidities
X7817,Retro-oesophageal right descending aorta,No,Chronic cardiac disease,comorbidities
X781C,Preductal aortic stenosis,No,Chronic cardiac disease,comorbidities
X781D,Preductal interruption of aorta,No,Chronic cardiac disease,comorbidities
X781E,Preductal hypoplasia of aorta,No,Chronic cardiac disease,comorbidities
X781F,Juxtaductal aortic coarctation,No,Chronic cardiac disease,comorbidities
X781G,Postductal aortic stenosis,No,Chronic cardiac disease,comorbidities
X781H,Postductal interruption of aorta,No,Chronic cardiac disease,comorbidities
X781I,Thoracic aortic coarctation,No,Chronic cardiac disease,comorbidities
X781K,Kinking of descending aorta,No,Chronic cardiac disease,comorbidities
X781L,Tubular aortic arch hypoplasia,No,Chronic cardiac disease,comorbidities
X781M,Postductal hypoplasia of aorta,No,Chronic cardiac disease,comorbidities
X781N,Aortic arch atresia,No,Chronic cardiac disease,comorbidities
X781O,Interrupted aortic arch distal to left subclavian artery,No,Chronic cardiac disease,comorbidities
X781P,Interrup aort arch betw lt subclavian & lt comm carotid art,No,Chronic cardiac disease,comorbidities
X781Q,Interr aort arch betw lt com carotid & brachiocephal artery,No,Chronic cardiac disease,comorbidities
X781b,Collaterals to pulmonary arteries,No,Chronic cardiac disease,comorbidities
X781c,Major aortopulmonary collateral artery,No,Chronic cardiac disease,comorbidities
X781d,Systemic to pulmonary collateral artery,No,Chronic cardiac disease,comorbidities
X781e,Stenosis of systemic to pulmonary artery collateral artery,No,Chronic cardiac disease,comorbidities
X781o,Anomalous coronary artery origin,No,Chronic cardiac disease,comorbidities
X781p,Variant coronary origin from aortic sinus,No,Chronic cardiac disease,comorbidities
X781q,Variant coronary origin from left sinus,No,Chronic cardiac disease,comorbidities
X781r,Variant coronary origin from right sinus,No,Chronic cardiac disease,comorbidities
X781s,Coronary artery origin from non-facing sinus,No,Chronic cardiac disease,comorbidities
X781t,Anom origin lt ant descending from right coronary artery,No,Chronic cardiac disease,comorbidities
X781u,Anomalous origin coronary art from pulmonary arterial tree,No,Chronic cardiac disease,comorbidities
X781v,Anomal origin coron artery from right pulmonary artery,No,Chronic cardiac disease,comorbidities
X781w,Anomal origin coronary artery from left pulmonary artery,No,Chronic cardiac disease,comorbidities
X781x,Abnormal coronary orifice,No,Chronic cardiac disease,comorbidities
X781y,Coronary orifice abnormally high,No,Chronic cardiac disease,comorbidities
X781z,Coronary orifice asymmetrical,No,Chronic cardiac disease,comorbidities
X7820,Dual coronary orifice,No,Chronic cardiac disease,comorbidities
X7821,Coronary orifice stenosis,No,Chronic cardiac disease,comorbidities
X7822,Coronary orifice atresia,No,Chronic cardiac disease,comorbidities
X7823,Abnormal coronary artery course,No,Chronic cardiac disease,comorbidities
X7824,Intramural coronary artery course,No,Chronic cardiac disease,comorbidities
X7825,Lt ant descending runs across rt ventricular outflow tract,No,Chronic cardiac disease,comorbidities
X7826,Coronary artery runs between aorta and pulmonary trunk,No,Chronic cardiac disease,comorbidities
X7827,Circumflex runs posterior to pulmonary trunk,No,Chronic cardiac disease,comorbidities
X7828,Circumflex runs posterior to aorta,No,Chronic cardiac disease,comorbidities
X7829,Coronary artery fistula,No,Chronic cardiac disease,comorbidities
X782A,Congenital coronary arteriovenous fistula,No,Chronic cardiac disease,comorbidities
X782B,Single coronary artery fistula,No,Chronic cardiac disease,comorbidities
X782C,Multiple coronary artery fistulae,No,Chronic cardiac disease,comorbidities
X782D,Coronary fistulae from right ventricle,No,Chronic cardiac disease,comorbidities
X782E,Coronary fistulae from left ventricle,No,Chronic cardiac disease,comorbidities
X782F,Congenital coronary artery calcification,No,Chronic cardiac disease,comorbidities
X782M,Totally absent pericardium,No,Chronic cardiac disease,comorbidities
X79u6,Directional atherectomy,No,Chronic cardiac disease,comorbidities
X90Qa,Open intracoronary repair of coronary artery fistula,No,Chronic cardiac disease,comorbidities
X90WS,Coronary inclusion technique,No,Chronic cardiac disease,comorbidities
X90WT,Coronary interposition technique,No,Chronic cardiac disease,comorbidities
XA0Ae,Transection of coronary artery,No,Chronic cardiac disease,comorbidities
XC0I6,Malaligned outlet septum,No,Chronic cardiac disease,comorbidities
XC0MC,Common ventricle,No,Chronic cardiac disease,comorbidities
XC0bX,Aneurysm of membranous septum,No,Chronic cardiac disease,comorbidities
XE0Em,Coronary artery operation,No,Chronic cardiac disease,comorbidities
XE0En,Double anastomosis of mammary arteries to coronary arteries,No,Chronic cardiac disease,comorbidities
XE0Ue,Hypertensive heart disease NOS without CCF,No,Chronic cardiac disease,comorbidities
XE0Uh,Acute myocardial infarction,No,Chronic cardiac disease,comorbidities
XE0Ui,Worsening angina,No,Chronic cardiac disease,comorbidities
XE0Uk,Other cardiac wall aneurysm,No,Chronic cardiac disease,comorbidities
XE0Un,Chronic pulmonary heart disease NOS,No,Chronic cardiac disease,comorbidities
XE0Uy,Obscure African cardiomyopathy,No,Chronic cardiac disease,comorbidities
XE0Uz,Congestive cardiomyopathy,No,Chronic cardiac disease,comorbidities
XE0V0,Nutritional and metabolic cardiomyopathy NOS,No,Chronic cardiac disease,comorbidities
XE0V1,Secondary cardiomyopathy NOS,No,Chronic cardiac disease,comorbidities
XE0V8,Biventricular failure,No,Chronic cardiac disease,comorbidities
XE0V9,Heart failure NOS,No,Chronic cardiac disease,comorbidities
XE0Vo,Rheumatic heart disease: [chronic] or [valvular],No,Chronic cardiac disease,comorbidities
XE0Vq,Rheumatic mitral valve disease (& [chronic]),No,Chronic cardiac disease,comorbidities
XE0Vu,Rheumatic aortic valve disease (& [chronic]),No,Chronic cardiac disease,comorbidities
XE0Vw,Other chronic rheumatic heart,No,Chronic cardiac disease,comorbidities
XE0WA,Myocardial infarction (& [acute]) or coronary thrombosis,No,Chronic cardiac disease,comorbidities
XE0WC,Acute/subacute ischaemic heart disease NOS,No,Chronic cardiac disease,comorbidities
XE0WE,Heart disease: [arteriosclerotic] or [chronic ischaemic NOS],No,Chronic cardiac disease,comorbidities
XE0WG,Chronic ischaemic heart disease NOS,No,Chronic cardiac disease,comorbidities
XE0WM,(Chronic cor pulmonale) or (pulmonary heart disease NOS),No,Chronic cardiac disease,comorbidities
XE0Wa,Cardmyopath (& [conges obst][hyper obst]) or endmyocard fibr,No,Chronic cardiac disease,comorbidities
XE0Wo,(Conges card fail)(dropsy)(card insuf)(R hrt fail)(LV fail),No,Chronic cardiac disease,comorbidities
XE1KA,Bulbus cordis and cardiac septal closure anomalies,No,Chronic cardiac disease,comorbidities
XE1KB,Other specified transposition of great vessels,No,Chronic cardiac disease,comorbidities
XE1KC,Great vessel transposition NOS,No,Chronic cardiac disease,comorbidities
XE1KD,"Tetralogy of Fallot, unspecified",No,Chronic cardiac disease,comorbidities
XE1KG,Right hypoplastic heart syndrome,No,Chronic cardiac disease,comorbidities
XE1KH,Congenital abnormality of cardiac position,No,Chronic cardiac disease,comorbidities
XE1KJ,Fusion of heart valve cusps NEC,No,Chronic cardiac disease,comorbidities
XE1KK,Cyanotic congenital heart disease NOS,No,Chronic cardiac disease,comorbidities
XE1KL,Other anomalies of aorta,No,Chronic cardiac disease,comorbidities
XE1KM,Double aortic arch,No,Chronic cardiac disease,comorbidities
XE1KN,Hypoplasia of aorta,No,Chronic cardiac disease,comorbidities
XE1KO,Supravalvar aortic stenosis,No,Chronic cardiac disease,comorbidities
XE1KP,Congenital aneurysm of aorta,No,Chronic cardiac disease,comorbidities
XE1KQ,Pulmonary artery stenosis,No,Chronic cardiac disease,comorbidities
XE1KS,Partial anomalous pulmonary venous connection,No,Chronic cardiac disease,comorbidities
XE1KT,Other great vein anomalies,No,Chronic cardiac disease,comorbidities
XE1NA,(Congen anom CVS) or (congen heart dis) or (cong def heart),No,Chronic cardiac disease,comorbidities
XE1NE,(Bulbus/septum anom NOS) or (transposition of great vessels),No,Chronic cardiac disease,comorbidities
XE1NG,Congenital heart: [anomaly NOS][valve][valvular heart dis],No,Chronic cardiac disease,comorbidities
XE1p9,Cardiac insufficiency as a complication of care,No,Chronic cardiac disease,comorbidities
XE1tl,(Post-operative problem NOS) or (postcardiotomy syndrome),No,Chronic cardiac disease,comorbidities
XE2Px,Single anastomosis of mammary artery to coronary artery NEC,No,Chronic cardiac disease,comorbidities
XE2QG,Left ventricular failure,No,Chronic cardiac disease,comorbidities
XE2Qh,Aortopulmonary septal anomaly,No,Chronic cardiac disease,comorbidities
XE2Qi,Anomalous coronary artery communication,No,Chronic cardiac disease,comorbidities
XE2Rv,(Ventricular septal defect) or (Eisenmenger defect),No,Chronic cardiac disease,comorbidities
XE2aA,Old myocardial infarction,No,Chronic cardiac disease,comorbidities
XE2r7,Coronary A by-pass anastam NOS,No,Chronic cardiac disease,comorbidities
XE2uV,Ischaemic heart disease,No,Chronic cardiac disease,comorbidities
XE2uq,Aortic septal defect,No,Chronic cardiac disease,comorbidities
XE2ur,Dextraposition of aorta,No,Chronic cardiac disease,comorbidities
XE2vv,Preductal aortic coarctation,No,Chronic cardiac disease,comorbidities
XE2vw,Postductal aortic coarctation,No,Chronic cardiac disease,comorbidities
XE2vz,Common atrium,No,Chronic cardiac disease,comorbidities
XM00Q,Cong abnormality of thoracic aorta and pulmonary arteries,No,Chronic cardiac disease,comorbidities
XM0rN,Coronary atherosclerosis,No,Chronic cardiac disease,comorbidities
XM0v4,Congenital heart valve abnormality,No,Chronic cardiac disease,comorbidities
XM1GB,Divided right atrium,No,Chronic cardiac disease,comorbidities
XM1LR,LIMA single anastomosis,No,Chronic cardiac disease,comorbidities
XM1LS,RIMA single anastomosis,No,Chronic cardiac disease,comorbidities
XM1Le,Myocardial revascularisation,No,Chronic cardiac disease,comorbidities
XM1M3,LIMA sequential anastomosis,No,Chronic cardiac disease,comorbidities
XM1M4,RIMA sequential anastomosis,No,Chronic cardiac disease,comorbidities
XM1Qk,Mural cardiac aneurysm,No,Chronic cardiac disease,comorbidities
XM1Qn,Impaired left ventricular function,No,Chronic cardiac disease,comorbidities
XM1Qp,Cardiomegaly - hypertensive,No,Chronic cardiac disease,comorbidities
XM1Qw,Blue baby,No,Chronic cardiac disease,comorbidities
XSDT6,Coronary artery atheroma,No,Chronic cardiac disease,comorbidities
Xa07h,Neonatal cardiac failure,No,Chronic cardiac disease,comorbidities
Xa07j,Myocardial ischaemia of newborn,No,Chronic cardiac disease,comorbidities
Xa07k,Transient myocardial ischaemia of newborn,No,Chronic cardiac disease,comorbidities
Xa0Kw,Coronary artery graft placement,No,Chronic cardiac disease,comorbidities
Xa0RY,Percutaneous embolisation of coronary artery fistula,No,Chronic cardiac disease,comorbidities
Xa0TT,Sepsis-associated left ventricular failure,No,Chronic cardiac disease,comorbidities
Xa0TU,Sepsis-associated right ventricular failure,No,Chronic cardiac disease,comorbidities
Xa0YL,Acute anterior myocardial infarction,No,Chronic cardiac disease,comorbidities
Xa0aP,Percutaneous removal of foreign body from coronary artery,No,Chronic cardiac disease,comorbidities
Xa1dP,Ischaemic myocardial dysfunction,No,Chronic cardiac disease,comorbidities
Xa1dQ,Stunned myocardium,No,Chronic cardiac disease,comorbidities
Xa1dR,Hibernating myocardium,No,Chronic cardiac disease,comorbidities
Xa1fq,Arrhythmogenic right ventricular cardiomyopathy,No,Chronic cardiac disease,comorbidities
Xa3fK,Chronic rheumatic mitral valve,No,Chronic cardiac disease,comorbidities
Xa3fN,Chronic rheumatic aortic valve disease,No,Chronic cardiac disease,comorbidities
Xa3hW,Septal defect NOS,No,Chronic cardiac disease,comorbidities
Xa3kl,Heart - arterial implant NOS,No,Chronic cardiac disease,comorbidities
Xa3km,Indirect heart revascularisation,No,Chronic cardiac disease,comorbidities
Xa3kp,Ligation of coronary arteriovenous fistula,No,Chronic cardiac disease,comorbidities
Xa3ks,Heart internal mammary artery implant,No,Chronic cardiac disease,comorbidities
Xa6Yx,Left ventricular aneurysm,No,Chronic cardiac disease,comorbidities
Xa7lV,Carotid atherosclerosis,No,Chronic cardiac disease,comorbidities
Xa7nH,Exercise-induced angina,No,Chronic cardiac disease,comorbidities
Xa9Bp,Muscular dystrophy - cardiac type,No,Chronic cardiac disease,comorbidities
Xa9Cm,Abnormal number of pulmonary valve cusps,No,Chronic cardiac disease,comorbidities
Xa9Qh,Jatene procedure,No,Chronic cardiac disease,comorbidities
XaAC3,Acute Q wave myocardial infarction,No,Chronic cardiac disease,comorbidities
XaAzi,Acute non-Q wave infarction,No,Chronic cardiac disease,comorbidities
XaBEB,[V]Presence of coronary artery bypass graft,No,Chronic cardiac disease,comorbidities
XaBL1,H/O: Myocardial infarction in last year,No,Chronic cardiac disease,comorbidities
XaBL2,H/O: Angina in last year,No,Chronic cardiac disease,comorbidities
XaBL4,H/O: Treatment for ischaemic heart disease,No,Chronic cardiac disease,comorbidities
XaBLr,Antianginal therapy,No,Chronic cardiac disease,comorbidities
XaBLt,Cardiac failure therapy,No,Chronic cardiac disease,comorbidities
XaBtO,Right ventricular thrombus,No,Chronic cardiac disease,comorbidities
XaBtP,Left ventricular thrombus,No,Chronic cardiac disease,comorbidities
XaBwi,H/O: Heart failure in last year,No,Chronic cardiac disease,comorbidities
XaC2P,Persistent truncus arteriosus,No,Chronic cardiac disease,comorbidities
XaC2Q,Aortocoronary bypass grafting,No,Chronic cardiac disease,comorbidities
XaCIn,Division of coronary arteriovenous fistula,No,Chronic cardiac disease,comorbidities
XaD2b,Postoperative myocardial infarction,No,Chronic cardiac disease,comorbidities
XaD2d,Postoperative transmural myocardial infarction anterior wall,No,Chronic cardiac disease,comorbidities
XaD2e,Postoperative transmural myocardial infarction inferior wall,No,Chronic cardiac disease,comorbidities
XaD2f,Postoperative transmural myocardial infarction other sites,No,Chronic cardiac disease,comorbidities
XaD2g,Postoperative transmural myocardial infarction unspec site,No,Chronic cardiac disease,comorbidities
XaD2h,Postoperative subendocardial myocardial infarction,No,Chronic cardiac disease,comorbidities
XaD2i,"Postoperative myocardial infarction, unspecified",No,Chronic cardiac disease,comorbidities
XaDki,Men ret congen heart dis blepharophim blepharop hypopl teeth,No,Chronic cardiac disease,comorbidities
XaDyY,Congenital anomaly of aorta,No,Chronic cardiac disease,comorbidities
XaEXt,Post infarct angina,No,Chronic cardiac disease,comorbidities
XaEgY,Refractory heart failure,No,Chronic cardiac disease,comorbidities
XaEgZ,Non-Q wave myocardial infarction,No,Chronic cardiac disease,comorbidities
XaFsG,Refractory angina,No,Chronic cardiac disease,comorbidities
XaFsH,Transient myocardial ischaemia,No,Chronic cardiac disease,comorbidities
XaFx7,Diab mellit insulin-glucose infus acute myocardial infarct,No,Chronic cardiac disease,comorbidities
XaG1Q,Asymptomatic coronary heart disease,No,Chronic cardiac disease,comorbidities
XaI9b,Cardiomyopathy in Duchenne muscular dystrophy,No,Chronic cardiac disease,comorbidities
XaI9h,Coronary heart disease annual review,No,Chronic cardiac disease,comorbidities
XaIIq,Left ventricular systolic dysfunction,No,Chronic cardiac disease,comorbidities
XaINF,Acute coronary syndrome,No,Chronic cardiac disease,comorbidities
XaIOW,Coronary heart disease review,No,Chronic cardiac disease,comorbidities
XaIQM,Heart failure follow-up,No,Chronic cardiac disease,comorbidities
XaIQN,Heart failure annual review,No,Chronic cardiac disease,comorbidities
XaIf1,First myocardial infarction,No,Chronic cardiac disease,comorbidities
XaIfL,Coronary heart disease medication review,No,Chronic cardiac disease,comorbidities
